Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00523381","HEARTDOCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523381","BUCSHON, LARRY D","21616.9","30-JUN-18","12179","32500"
"C00683250","GENERATION GO","http://docquery.fec.gov/cgi-bin/fecimg/?C00683250","GOMEZ, JIMMY","","","",""
"C00489427","BUILDING LEADERSHIP AND INSPIRING NEW ENTERPRISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489427","LUETKEMEYER, W BLAINE","123275.58","30-JUN-18","473899.3","579115"
"C00683052","STRONG ECONOMY AND NATIONAL SECURITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00683052","FLYNN, SEAN","","","",""
"C00497305","YOPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497305","YODER, REP. KEVIN W.","148834.53","30-JUN-18","352681.7","340731.9"
"C00509174","EVERYBODY COUNTS EVERYBODY MATTERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00509174","ELLISON, KEITH","54647.48","30-JUN-18","57357.6","94000"
"C00682864","LIBERTY RISING PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00682864","FREITAS, NICHOLAS","","","",""
"C00416131","MIDWEST VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416131","FRANKEN, AL","1111526.72","30-JUN-18","1568223.5","2071870.6"
"C00525717","JUSTINPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525717","AMASH, JUSTIN","2437.82","30-JUN-18","6679","0"
"C00608463","SALT CITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00608463","","40841.16","30-JUN-18","26500","60296.9"
"C00483628","ALL POWER TO THE PEOPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00483628","","872.08","30-JUN-18","27560","10000"
"C00392738","HOOPS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00392738","WYDEN, RON","63503.14","30-JUN-18","606823.2","583274.7"
"C00524314","AMERICA'S FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00524314","WITTMAN, ROBERT","32449.95","30-JUN-18","63254.1","90200"
"C00417584","AMERICA 2.0 PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417584","","12967.27","30-JUN-18","166786.7","175500"
"C00629832","BUILDING OPPORTUNITIES FOR A STRONGER TOMORROW B.O.S.T. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00629832","","2521.54","30-JUN-18","17228.5","19750"
"C00681643","DELIVER. EXCEL. BELIEVE. PAC DEB PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00681643","LESKO, DEBBIE","0","30-JUN-18","0","0"
"C00493072","DAKOTA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493072","HOEVEN, JOHN","200957.41","30-JUN-18","182740","310764.4"
"C00439992","KEYSTONE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00439992","CASEY, ROBERT","67642.27","30-JUN-18","436555.6","482285.8"
"C00650796","LITTLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00650796","","27600.73","30-JUN-18","5739.3","33340"
"C00547448","MAKING AMERICANS COUNT PAC (MAC PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00547448","","21809.02","30-JUN-18","36191","30000"
"C00406553","PROGRESSIVE VOTERS OF AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00406553","","204380.67","30-JUN-18","141713.1","321430.9"
"C00634196","PANHANDLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00634196","","0","30-JUN-18","0","0"
"C00528414","HEALTHCARE FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00528414","ROE, DAVID PHILLIP DR.","61937.23","30-JUN-18","494311.1","477876.2"
"C00640664","GREAT AMERICA COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00640664","","655704.24","30-JUN-18","2201348","2857052.3"
"C00680819","BUCKEYE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00680819","GONZALEZ, ANTHONY","0","30-JUN-18","0","0"
"C00409110","GREEN MOUNTAIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409110","","13048.87","30-JUN-18","631270.3","620972.8"
"C00678813","CONSERVATIVES HARVESTING SUCCESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00678813","","0","30-JUN-18","0","0"
"C00634519","ON AZIMUTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00634519","DAVIDSON, WARREN","0","30-JUN-18","105","105"
"C00680405","DEFEND & UPHOLD OUR NATION NOW","http://docquery.fec.gov/cgi-bin/fecimg/?C00680405","KEY, CLINTON","0","30-JUN-18","0","0"
"C00540146","FIRST IN FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540146","","42967.84","30-JUN-18","214856.2","244754.6"
"C00680322","MUSTANG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00680322","PENCE, GREGORY","250","30-JUN-18","0","250"
"C00680132","JOINING IDEAS TO MOTIVATE MOVEMENT FOR YOU (JIMMY PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00680132","PANETTA, JIMMY","0","30-JUN-18","0","0"
"C00678912","HEALTH PSYCHOLOGY LEADERSHIP POLITICAL ACTION COMMITTEE (PSY PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00678912","","","","",""
"C00587832","PINE TREE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00587832","POLIQUIN, BRUCE L","9682.81","30-JUN-18","39585.3","44093.8"
"C00458570","A NEW DIRECTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00458570","SHAHEEN, JEANNE","18503.92","30-JUN-18","253564.9","245413"
"C00561779","AMERICAN INNOVATION POLITICAL ACTION COMMITTEE (AMI PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00561779","BERA, AMERISH","51467.44","30-JUN-18","36649.3","76000"
"C00634436","GOLDEN RULE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00634436","CRIST, CHARLIE","50183.7","30-JUN-18","31816.3","82000"
"C00633156","I GOT YOUR BACK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00633156","ROCHESTER, LISA","2947.26","30-JUN-18","2052.7","5000"
"C00632992","DEVELOPING A NEW GENERATION PAC (DANG PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00632992","","31253","30-JUN-18","6247","37500"
"C00325993","DEFEND AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00325993","SHELBY, RICHARD","5389759.7","30-JUN-18","491955.9","1337308.3"
"C00491183","BEEHIVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491183","","301739.6","30-JUN-18","65383.8","301500.7"
"C00428052","MAJORITY COMMITTEE PAC--MC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428052","","1551887.23","30-JUN-18","3202059.8","3547130.7"
"C00409276","MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409276","BLACKBURN, MARSHA","205585.23","30-JUN-18","487681.7","629204.6"
"C00363770","PEOPLE FOR ENTERPRISE TRADE AND ECONOMIC GROWTH (PETE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363770","SESSIONS, PETE","14489.29","30-JUN-18","392512","380972.7"
"C00531764","ANN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00531764","WAGNER, ANN","50887.97","30-JUN-18","204496","222000"
"C00549014","HUDSON VALLEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00549014","MALONEY, SEAN","17185.72","30-JUN-18","44780.9","59830"
"C00677708","FRONTERA VISION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00677708","ESCOBAR, VERONICA","13500","30-JUN-18","0","13500"
"C00326082","FUND FOR A CONSERVATIVE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00326082","INHOFE, JAMES","352614.23","30-JUN-18","354781.9","605218.5"
"C00664318","DEMOCRACY SUMMER LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00664318","","123319.76","30-JUN-18","129556","252875.8"
"C00390674","FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00390674","CRAPO, MICHAEL","810986.09","30-JUN-18","488763","604675.4"
"C00325357","PIONEER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00325357","TIBERI, PATRICK","513543.11","30-JUN-18","470512.1","480099"
"C00366666","COMMITTEE FOR LEADERSHIP AND PROGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?C00366666","LOWEY, NITA","34293.59","30-JUN-18","188517.2","166650"
"C00572271","BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00572271","BARR, GARLAND","34634.92","30-JUN-18","242924.8","268379"
"C00493700","BLUE HEN FEDERAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493700","COONS, CHRISTOPHER","143388.37","30-JUN-18","473469","493500"
"C00676445","BLUE HEN STATE & LOCAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00676445","","11499.59","30-JUN-18","1000.4","12500"
"C00391797","DIRIGO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00391797","","57673.37","30-JUN-18","171425","188400.1"
"C00453324","SUPPORTING CONSERVATIVES OF TODAY AND TOMORROW (SCOTT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00453324","","35779.34","30-JUN-18","45102.3","65394.7"
"C00647420","BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC-BACON PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00647420","BACON, DONALD","2372.33","30-JUN-18","39285","41657.3"
"C00497842","STRATEGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497842","JOHNSON, RON","92263.49","30-JUN-18","219825.4","269321.4"
"C00497594","DEFENDING AMERICA'S VALUES EVERYWHERE (TEAM DAVE)","http://docquery.fec.gov/cgi-bin/fecimg/?C00497594","SCHWEIKERT, DAVID","3421.71","30-JUN-18","57498.5","58053.3"
"C00569921","PEACH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569921","","32640.6","30-JUN-18","82863.6","109970.1"
"C00589309","BLUE MOMENTUM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00589309","","45462.69","30-JUN-18","266178.6","296018.1"
"C00235572","OPPORTUNITY AND RESPONSIBILITY RESTORED IN OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00235572","","720870.55","30-JUN-18","396928.6","561037.8"
"C00650267","BUILDING A NATIONAL KNOWLEGEABLE SECURITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00650267","BANKS, JAMES","3665.33","30-JUN-18","9381.7","13047"
"C00409003","HEARTLAND VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409003","","943065.6","30-JUN-18","1063648.6","1601278.6"
"C00521021","VICTORYPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00521021","","15638.54","30-JUN-18","1627.1","0"
"C00577676","RELIGHT AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00577676","ROTHFUS, KEITH","18102.46","30-JUN-18","76950.4","88660.3"
"C00584805","BFB PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00584805","","633809.59","30-JUN-18","229509","242844.5"
"C00672733","BULLDOG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00672733","","7870","30-JUN-18","7128","15000"
"C00672667","GOOD DAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00672667","","8150.76","30-JUN-18","649.2","8800"
"C00614917","VALLEY FIRST LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00614917","","6262.56","30-JUN-18","22226.8","19500"
"C00469429","CMR POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00469429","","130834.31","30-JUN-18","682982","795539.8"
"C00412791","FORWARD TOGETHER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412791","WARNER, MARK","284565.91","30-JUN-18","982832.5","821008.6"
"C00501478","SUPPORT TO ENSURE VICTORY EVERYWHERE PAC-STEVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00501478","STIVERS, STEVE","67898.37","30-JUN-18","899523","901738.3"
"C00364174","TOGETHER FOR OUR MAJORITY POLITICAL ACTION COMMITTEE (TOMPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00364174","","283069.55","30-JUN-18","37520.3","720.6"
"C00611400","NEW ENERGY IN WASHINGTON HOUSE PAC NEW HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00611400","","7889.43","30-JUN-18","4264.6","7500"
"C00669929","COMMON GOOD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00669929","SUOZZI, TOM","21076","30-JUN-18","5424","26500"
"C00517235","TURQUOISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00517235","LUJAN, BEN","21678.55","30-JUN-18","354935.1","369486.5"
"C00455360","DAWG PAC - DEMOCRATS AGAINST WASTE IN GOVERNMENT","http://docquery.fec.gov/cgi-bin/fecimg/?C00455360","BARROW, JOHN","39341.49","30-JUN-18","29272.4","0"
"C00628669","1848 PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00628669","","7769.15","30-JUN-18","4230.9","9000"
"C00668780","BLUE ACTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00668780","FISHER, MICHAEL","","","",""
"C00640029","FOCUS ON THE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00640029","DELANEY, JOHN K.","5000","30-JUN-18","0","5000"
"C00431874","FOLLOW THE NORTH STAR FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00431874","KLOBUCHAR, AMY","33340.77","30-JUN-18","504624.8","492242.4"
"C00668723","BLUE ACTION POLITICAL ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?C00668723","FISHER, MICHAEL","","","",""
"C00588335","BUILDING AND RESTORING AMERICA TOGETHER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00588335","BRAT, DAVID ALAN MR.","25146.28","30-JUN-18","13937.5","38255"
"C00427401","CONSERVATIVE & REPUBLICAN TOGETHER EQUALS RESULTS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00427401","CARTER, JOHN R.","2058.23","30-JUN-18","77013.3","53000"
"C00331694","AMERICA WORKS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00331694","BROWN, SHERROD","39241.09","30-JUN-18","653079.2","648933"
"C00641142","AMERICANS FOR LEGISLATING EXCELLENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00641142","MOONEY, ALEXANDER XAVIER","9017.97","30-JUN-18","62700.1","71718.1"
"C00571521","FREEDOM 21: FIGHTING FOR FREEDOM IN THE 21ST CENTURY","http://docquery.fec.gov/cgi-bin/fecimg/?C00571521","","2723.86","30-JUN-18","33247.6","35000"
"C00650630","HELPING AMERICA'S NEXT DEDICATED ELECTED LEADERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00650630","","25925","30-JUN-18","42575","68500"
"C00566851","JOBS OPPORTUNITY AND NEW IDEAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566851","ERNST, JONI","239154.77","30-JUN-18","669356.5","894488.4"
"C00635367","TENACIOUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00635367","","40223.59","30-JUN-18","45955.3","86178.9"
"C00649772","REVIVING AMERICAN JOBS AGAIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00649772","KRISHNAMOORTHI, S. RAJA","29909.49","30-JUN-18","137641.5","167551"
"C00667360","TOGETHER WE RISE","http://docquery.fec.gov/cgi-bin/fecimg/?C00667360","","8491.67","30-JUN-18","2008.3","10500"
"C00494757","AMERICA'S FUTURE FUND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00494757","","64515.98","30-JUN-18","60273.1","89944.3"
"C00666776","SEEKING JUSTICE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00666776","JONES, DOUG","44719.79","30-JUN-18","95839","140558.8"
"C00629212","ALL FOR OUR COUNTRY LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00629212","CORTEZ MASTO, CATHERINE","32241.13","30-JUN-18","700563.1","691825.2"
"C00572040","REASONABLE INDEPENDENT CONSTRUCTIVE AND EFFECTIVE PAC (RICE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00572040","","15041.35","30-JUN-18","176712.7","182266.5"
"C00571323","TOGETHER HOLDING OUR MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571323","TILLIS, THOM R","105989.52","30-JUN-18","489744.5","563119.2"
"C00626903","YOUR VOICE COUNTS","http://docquery.fec.gov/cgi-bin/fecimg/?C00626903","MEADOWS, MARK R","848.79","30-JUN-18","32513.5","28862.3"
"C00362384","JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00362384","CROWLEY, JOSEPH","212772.43","30-JUN-18","1018744.7","1049454.8"
"C00492082","HOOSIERS FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492082","DONNELLY, JOSEPH","61922.25","30-JUN-18","492611.6","415463"
"C00438291","DENALI LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00438291","","248483.05","30-JUN-18","297600","399298.8"
"C00624510","TRENT'S TROOPS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00624510","","770","30-JUN-18","8730","9500"
"C00450577","DEMOCRATS TIME IN NEVADA","http://docquery.fec.gov/cgi-bin/fecimg/?C00450577","","21866.56","30-JUN-18","68303.2","48700"
"C00664326","DOGWOOD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00664326","MCEACHIN, ASTON","5000","30-JUN-18","0","5000"
"C00326439","HOUSE CONSERVATIVES FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00326439","FLORES, BILL","202864.1","30-JUN-18","219258.6","370044.6"
"C00663609","PROGRESSIVE MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00663609","AGUILAR, PETE","2032.22","30-JUN-18","3345.1","5377.3"
"C00573493","RESTORING OUR DEMOCRACY (ROD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00573493","","60606.32","30-JUN-18","154372.6","203100.6"
"C00660613","FIGHTING FOR SOUTH TEXAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00660613","","5759.63","30-JUN-18","22740.4","28500"
"C00631051","ABRAHAM LINCOLN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00631051","","26218.48","30-JUN-18","54209","80427.5"
"C00543116","GOOD FRIENDS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00543116","","14221.4","30-JUN-18","9630","17250"
"C00368696","RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00368696","WICKER, ROGER F","114386.84","30-JUN-18","468116.3","375957.7"
"C00592089","ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS","http://docquery.fec.gov/cgi-bin/fecimg/?C00592089","","35191.93","30-JUN-18","99282.8","129146.3"
"C00662502","DPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00662502","ELLISON, ALLEN","","","",""
"C00662056","BLUE LINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00662056","QUIGLEY, MICHAEL","2750.91","30-JUN-18","19849.1","22600"
"C00431601","OCEANS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431601","WHITEHOUSE, SHELDON","25597.33","30-JUN-18","389972.6","404695"
"C00508010","PROGRESSIVES ADVANCING UNITED LEADERSHIP (PAULPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00508010","TONKO, PAUL","29026.93","30-JUN-18","5378.6","15000"
"C00656439","SERVE AMERICA PAC - RESTRICTED","http://docquery.fec.gov/cgi-bin/fecimg/?C00656439","","109431.03","30-JUN-18","1972.8","111403.9"
"C00627398","MAKING BOLD INITIATIVES + SOLUTIONS TO HELP AMERICA (M-BISH PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00627398","","6312.64","30-JUN-18","33446.7","34900"
"C00659771","LUCHADORA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00659771","BARRAG?N, NANETTE","20482.6","30-JUN-18","30017.4","50500"
"C00410092","PEOPLE'S VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410092","","39737.12","30-JUN-18","325261.2","346200"
"C00552851","HOUSE FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00552851","","234599.92","30-JUN-18","2910961.4","2929578.6"
"C00409458","CONSERVATIVE OPPORTUNITIES FOR A NEW AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409458","CONAWAY, K. MICHAEL","105282.87","30-JUN-18","356061.3","448408.7"
"C00640888","GFORCE","http://docquery.fec.gov/cgi-bin/fecimg/?C00640888","","12399","30-JUN-18","2500","14899"
"C00402982","IRL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402982","","84713.05","30-JUN-18","171054.9","243093.7"
"C00647206","ONE GENERATION","http://docquery.fec.gov/cgi-bin/fecimg/?C00647206","","0","30-JUN-18","0","0"
"C00588749","LET TEXANS RUN TEXAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00588749","","39611.87","30-JUN-18","107618.5","144677.7"
"C00412288","BILL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412288","","112096.96","30-JUN-18","385243.3","373262.1"
"C00539601","PINEAPPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00539601","HIRONO, MAZIE","30484.08","30-JUN-18","168029.9","175800"
"C00402909","MAJORITY IN CONGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402909","","0","30-JUN-18","4207.7","10300"
"C00605410","CLIMATE CHAMPIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00605410","MERKLEY, JEFFREY","7746.68","30-JUN-18","153269.9","141883.4"
"C00460972","OPPORTUNITY & RENEWAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00460972","MERKLEY, JEFFREY","186265.62","30-JUN-18","528990.3","691501.3"
"C00345199","MIDNIGHT SUN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00345199","YOUNG, DONALD","46713.67","30-JUN-18","48905.3","6000.7"
"C00363317","JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363317","NADLER, JERROLD","24156.47","30-JUN-18","100411.8","100101"
"C00657262","GO PAC GO","http://docquery.fec.gov/cgi-bin/fecimg/?C00657262","GALLAGHER, MICHAEL","66292.09","30-JUN-18","17293.9","83586"
"C00491142","COMMON SENSE DEMOCRAT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491142","LYNCH, STEPHEN F.","46579.04","30-JUN-18","21271.2","10000"
"C00656777","JAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00656777","","30199.52","30-JUN-18","56000","86199.5"
"C00431122","MISSOURIANS FOR ACCOUNTABILITY AND CHANGE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00431122","MCCASKILL, CLAIRE","66465.05","30-JUN-18","340361","343456.3"
"C00461723","SAVE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00461723","","96561.31","30-JUN-18","44940.9","133905.3"
"C00656637","SAVE AMERICA PAC II","http://docquery.fec.gov/cgi-bin/fecimg/?C00656637","RISCH, JAMES","0","30-JUN-18","0","0"
"C00484667","ICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00484667","","24059.27","30-JUN-18","266737.4","249500"
"C00656132","SERVING OUR COUNTRY (SOC) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00656132","CARBAJAL, SALUD","24021.08","30-JUN-18","13503.9","37525"
"C00564369","LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00564369","BARLETTA, LOU","125568.99","30-JUN-18","67503.7","179690"
"C00544262","SEMPER FI PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00544262","","24956.68","30-JUN-18","66554.1","67479.1"
"C00524322","CITIZENS STRENGTHENING OUR MESSAGE IN THE HOUSE","http://docquery.fec.gov/cgi-bin/fecimg/?C00524322","SMITH, CHRIS","7006.07","30-JUN-18","13192.4","15006.7"
"C00323923","STONEWALL DEMOCRATIC CLUB FED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00323923","","5993.78","30-JUN-18","24706.6","30660.4"
"C00540062","AMERICA NEEDS NEW INNOVATION AND ENERGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540062","","1568.59","30-JUN-18","33684.8","32500"
"C00416743","VICTORY NOW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416743","","188180.1","30-JUN-18","375648","495092.5"
"C00654475","SMART SOLUTIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00654475","ROSEN, JACKY","663.53","30-JUN-18","40336.5","41000"
"C00654186","UTAH FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00654186","","10907.12","30-JUN-18","7653.1","18560.2"
"C00436410","ROCK CITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00436410","CORKER, JR., ROBERT P.","38014.49","30-JUN-18","325072.8","173653.6"
"C00569293","DEEDS NOT WORDS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00569293","RUSSELL, STEVEN","23480.29","30-JUN-18","16783.5","38623.7"
"C00486720","SEA CHANGE LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486720","BASS, KAREN","255932.58","30-JUN-18","333844.7","534156"
"C00647354","BRINGING AMERICA TOGETHER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00647354","FITZPATRICK, BRIAN","2458.81","30-JUN-18","84515.2","86974"
"C00652305","REDEMPTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00652305","HIGGINS, CLAY","153.19","30-JUN-18","17946.8","18100"
"C00652164","JERSEY VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00652164","GOTTHEIMER, JOSH","113281.58","30-JUN-18","54718.6","168000.2"
"C00323352","COMMITTEE FOR A LIVABLE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00323352","","105249.65","30-JUN-18","177687.3","260610"
"C00651638","KEY WINS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00651638","KIHUEN, RUBEN","0","14-APR-18","5000","5000"
"C00639229","AMERICAN REVIVAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00639229","JOHNSON, JAMES MICHAEL","9770","30-JUN-18","1531","11301"
"C00603134","VISIONARY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00603134","KELLY, ROBIN","10903.6","30-JUN-18","23204.2","12500"
"C00455717","FREE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455717","MORAN, JERRY","461209.36","30-JUN-18","221412.4","428483.4"
"C00649434","REPUBLICANS PRESERVING OUR MAJORITY PAC (RPM PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00649434","MITCHELL, PAUL","15026.71","30-JUN-18","15873.3","30900"
